Series,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,noc
EG.ELC.ACCS.ZS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,AUT
EG.CFT.ACCS.ZS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,AUT
SP.POP.GROW,0.26048182704837686,0.548472356417754,0.612895847822874,0.642362670652079,0.666548205291217,0.649729875576735,0.701396116235274,0.747425220117069,0.519254261579197,0.345331646244521,0.349218946276921,0.446245581370136,0.581190352265189,0.554041398958361,0.170205767697282,-0.265319410736808,-0.176672284747108,0.0383904939016918,-0.080961041675265,-0.170463648025429,0.0001059682791824,0.255018231368981,0.0717170180347239,-0.161600981253917,-0.0062949040920662,0.0469509679089439,0.0635489974692431,0.0632842039083754,0.141570850318539,0.450513899730364,0.762001611316115,0.998418103144403,1.10055228652823,0.824627940995206,0.384869546678302,0.153106260702748,0.135019833748789,0.113316608322994,0.109728368100981,0.194563153264961,0.240466652446524,0.382799394483217,0.49198046425522,0.487133894826838,0.620413127334181,0.681267248299787,0.494797775098466,0.324146535285463,0.313041437661508,0.261953189906348,0.240394299500766,0.337080841831645,0.45593747231891,0.589387254692989,0.781541632525841,1.12099250236958,1.08139629872802,0.694621103604983,0.487071924768999,0.444673639004876,0.415176731565556,0.435671684056384,0.956287797076634,0.996275813585943,0.5622108407270332,AUT
EN.POP.DNST,85.57385269740871,85.8737154629181,86.4016480853127,86.9584464372273,87.5400024236549,88.1106277266117,88.7308046534174,89.3964857004363,89.8618880271449,90.1727460009695,90.4881968007756,90.8928986912264,91.422697527872,91.930622879302,92.0872273388269,91.843225884634,91.6811076102763,91.7163111972855,91.6420867668444,91.4860033931168,91.4861003393117,91.7197043141057,91.7855065438682,91.6373000484731,91.6315317498788,91.6745637421231,91.7328405235095,91.7909112942317,91.9209524963645,92.3360033931168,93.0422927775085,93.9758967523025,95.0158628211343,95.8026296655356,96.1720552593311,96.3194134755211,96.4495516238488,96.5589069316529,96.6649175957344,96.8531749878817,97.0863548230732,97.4587130392632,97.9393722733883,98.4176320891905,99.0301260300533,99.7070891904993,100.201660203587,100.526987396995,100.842171594765,101.106677169171,101.350024236549,101.692232186137,102.156943771207,102.760821619001,103.567086766844,104.734597673291,105.873339796413,106.61131846825,107.131858943286,107.609306834707,108.057004362579,108.528805138148,105.74408115667927,106.06940742215136,106.39473368762356,AUT
SP.POP.TOTL,7047539.0,7086299.0,7129864.0,7175811.0,7223801.0,7270889.0,7322066.0,7376998.0,7415403.0,7441055.0,7467086.0,7500482.0,7544201.0,7586115.0,7599038.0,7578903.0,7565525.0,7568430.0,7562305.0,7549425.0,7549433.0,7568710.0,7574140.0,7561910.0,7561434.0,7564985.0,7569794.0,7574586.0,7585317.0,7619567.0,7677850.0,7754891.0,7840709.0,7905633.0,7936118.0,7948278.0,7959017.0,7968041.0,7976789.0,7992324.0,8011566.0,8042293.0,8081957.0,8121423.0,8171966.0,8227829.0,8268641.0,8295487.0,8321496.0,8343323.0,8363404.0,8391643.0,8429991.0,8479823.0,8546356.0,8642699.0,8736668.0,8797566.0,8840521.0,8879920.0,8916864.0,8955797.0,9041851.0,9132383.0,8823122.946428575,AUT
AG.LND.TOTL.K2,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,82520.0,AUT
SN.ITK.MSFI.ZS,22.41428571428571,22.100000000000023,21.785714285714334,21.471428571428532,21.157142857142844,20.842857142857156,20.528571428571468,20.21428571428578,19.899999999999977,19.58571428571429,19.2714285714286,18.957142857142912,18.64285714285711,18.328571428571422,18.014285714285734,17.700000000000045,17.385714285714243,17.071428571428555,16.757142857142867,16.44285714285718,16.12857142857149,15.814285714285688,15.5,15.185714285714312,14.871428571428623,14.557142857142821,14.242857142857133,13.928571428571445,13.614285714285757,13.299999999999955,12.985714285714266,12.671428571428578,12.35714285714289,12.042857142857201,11.7285714285714,11.414285714285711,11.100000000000023,10.785714285714334,10.471428571428532,10.157142857142844,9.842857142857156,9.528571428571468,9.21428571428578,8.899999999999977,8.585714285714289,8.2714285714286,7.957142857142912,7.64285714285711,7.328571428571422,7.014285714285734,6.7000000000000455,6.3857142857142435,6.071428571428555,5.757142857142867,5.442857142857179,5.5,5.2,4.4,3.6,3.0,3.3,4.3,2.928571428571445,2.6142857142857565,2.2999999999999545,AUT
NY.GDP.PCAP.KD,11960.9575119009,12554.3067865039,12808.0882900671,13252.7167407131,13970.9259918961,14363.5107985373,15067.9661698569,15405.6407621285,16011.273755776,16957.4593261439,18101.9919477322,18943.1811467755,20002.5561105758,20864.8474583279,21650.4867976498,21629.0463028275,22659.317777419,23801.2675449624,23770.3662432365,25086.400193858,25520.74055574,25419.0096476102,25911.6609400039,26725.1907228527,26740.5772417596,27395.8726479906,28008.5545890344,28370.7178819139,29264.3235778252,30265.1932308117,31340.6812927165,32097.2410936755,32410.53977326,32313.7118722637,32962.8174189767,33790.4849857504,34537.7395746518,35220.8877426259,36442.2882333384,37664.9432792116,38842.8905195831,39184.8085972636,39636.4826114521,39815.2219533064,40651.2266155811,41281.2707559522,42496.3510516831,43937.7128905744,44440.055889928,42655.1921304813,43334.5089644691,44451.0001918473,44549.881698231,44299.3781845446,44245.1687398338,44195.8175947748,44590.2516278164,45281.723399938,46154.6250956541,46616.3591743242,43343.9718951136,44984.4197366909,46697.8565193913,45851.7248755344,50719.8280914498,AUT
NY.GDP.PCAP.KD.ZG,4.3844593458304075,4.96071718349165,2.02146966677643,3.47146615932405,5.41933601415172,2.81001278561546,4.90447900377788,2.24100975848418,3.93124182887799,5.90949592643464,6.74943456785306,4.64694273134189,5.59238153081114,4.31090578116728,3.76537303179903,-0.0990300819682375,4.76336986923367,5.03964761322793,-0.129830487672749,5.53644793334178,1.73137779245161,-0.398620517722108,1.93812150521796,3.13962807993062,0.0575730929909071,2.45056567143844,2.23640235489538,1.29304527917799,3.14974650846239,3.42010178477146,3.55354764697123,2.41398645387723,0.97609224004664,-0.298754361000036,2.0087619437808,2.51091269369834,2.21143493269341,1.97797590805702,3.46782994124915,3.35504466142362,3.12743665014771,0.88025909788611,1.15267633135774,0.450946527234535,2.09971116889712,1.54987731693588,2.94341785870446,3.39173082681461,1.14330711888604,-4.01634004211772,1.59257712849987,2.57644831811446,0.222450576943075,-0.562298942527448,-0.122370667337563,-0.111540189504495,0.892469139632297,1.55072408627153,1.92771305987296,1.00040695317784,-7.01982595202976,3.78471969654039,3.80895606240934,-1.81192822738132,-0.019660351357146055,AUT
NY.GDP.DEFL.KD.ZG,5.113076164863742,5.08715371681984,3.34020321438659,3.67826612051878,3.18378821910508,5.32141544871342,3.12236608115583,3.24776256800803,2.83803195138819,2.73357287683811,4.74209753751802,6.20437457520968,7.59993159536006,8.04554191115825,9.50213951366192,6.45777589211261,5.62491943497632,5.19871214776761,5.99301661592722,4.11437117122129,5.58062916847484,6.71666766232339,5.35528941725865,3.472783369453,4.94977340821654,2.96299580426029,2.95099701537751,2.43694818761719,1.52685544235396,2.96476055578965,2.99968060930622,3.64187153111726,3.47909329454419,2.75708463928996,2.52494261860797,1.81391819271643,0.986205502429385,1.26699553666487,0.441905227151835,0.256349694475659,1.36404091396398,1.94710539424338,1.14559566666318,1.30755257860011,1.73971884960345,2.53779415754438,1.89216106882701,2.22117586707647,1.95632228093217,1.88926417785875,0.873054962177932,1.83341024455663,2.05423568508493,1.62388806972808,2.17570723682326,2.30097866680524,1.84829469843848,1.0055341594591,1.83806444755734,1.60787622974401,2.71949516223945,2.06821009880306,5.29728373412017,7.60697136979398,1.4893023491019761,AUT
NY.ADJ.NNTY.KD,79943523805.71387,84286920508.89941,88630317212.08594,92973713915.27246,97317110618.45898,101660507321.64453,106003904024.83105,110347300728.01758,114690697431.20312,119034094134.38965,119356955281.909,124816909745.746,132817144344.993,140766280180.948,143643570967.592,143686010076.961,150113969998.722,157098216967.462,157721946301.324,165638551924.817,166953369947.714,165612530678.455,168813836742.318,174937819084.937,175220785971.122,179046300160.599,183949505954.62,187423228246.106,194751053057.143,202210154361.56,211272107140.956,217482029501.125,221842325842.716,221689498393.024,227042117185.909,231928760861.671,237018856156.974,240387177756.901,248467587513.939,253229764626.047,262578471685.708,263190430008.199,270103335755.408,272580135346.43,280764048836.751,285922315789.181,297731749916.676,307855825578.157,312643169955.648,296829690985.848,302506562017.211,307149080060.502,305916262164.281,305184493681.068,307861242409.712,309509620837.21,321154269624.785,322286817925.194,329034625287.183,333986980829.105,311957451327.058,323288606983.291,349234119403.26074,353577516106.4463,357920912809.6328,AUT
SH.XPD.CHEX.GD.ZS,5.415143986448328,5.5080124223602525,5.6008808582721485,5.693749294184073,5.786617730095998,5.879486166007894,5.972354601919818,6.065223037831714,6.158091473743639,6.250959909655563,6.343828345567459,6.436696781479384,6.529565217391308,6.622433653303204,6.715302089215129,6.8081705251270535,6.9010389610389495,6.993907396950874,7.08677583286277,7.179644268774695,7.272512704686619,7.365381140598515,7.45824957651044,7.551118012422364,7.64398644833426,7.736854884246185,7.829723320158109,7.922591756070005,8.01546019198193,8.108328627893826,8.20119706380575,8.294065499717675,8.386933935629571,8.479802371541496,8.57267080745342,8.665539243365316,8.75840767927724,8.851276115189165,8.944144551101061,9.037012987012986,9.2,9.27,9.39,9.55,9.71,9.63,9.53,9.53,9.73,10.23,10.22,10.03,10.2,10.29,10.37,10.37,10.35,10.38,10.35,10.49,11.39,12.1,11.172987012986994,11.265855448898918,11.358723884810843,AUT
SL.UEM.TOTL.ZS,2.9411323529411675,2.9842165775400957,3.027300802139024,3.0703850267379664,3.1134692513368947,3.156553475935823,3.199637700534751,3.2427219251336794,3.2858061497326077,3.32889037433155,3.3719745989304784,3.4150588235294066,3.458143048128335,3.501227272727263,3.5443114973261913,3.587395721925134,3.630479946524062,3.6735641711229903,3.7166483957219185,3.7597326203208468,3.802816844919775,3.8459010695187033,3.8889852941176457,3.932069518716574,3.975153743315502,4.01823796791443,4.061322192513359,4.104406417112287,4.147490641711229,4.190574866310158,4.233659090909086,3.42,3.59,4.25,3.535,4.353,5.291,5.157,5.493,4.707,4.694,4.012,4.86,4.785,5.969,5.682,5.32,4.909,4.198,5.371,4.883,4.637,4.909,5.367,5.674,5.802,6.064,5.561,4.933,4.56,5.201,6.459,4.992,5.243,5.698522727272717,AUT
NY.GDP.MKTP.KD,22255159155.7803,23603412489.4043,24890513882.3981,24777039450.8718,27490816189.8952,27932389687.1414,28649361617.8754,28111938580.0764,30779608064.4925,31155383343.9369,32906269869.1221,31103176396.7525,26756902909.3522,27646751931.2164,30298616294.9437,29059943993.9484,30705132388.3112,31525897787.2835,33755988640.5035,35376827870.8259,35666614279.8041,38246717074.685,39063027403.4784,40579081622.1807,42528220713.8371,43949520082.2446,45783701688.1229,47510846898.7612,48658830994.1357,50039078698.3342,52852404884.4443,54694431600.8895,57671277526.1037,60388495364.0769,62737684189.6584,65950655343.3058,68933550207.4628,72028595263.9173,75757534997.0826,79295530342.6108,83492876462.58,87732050072.4336,91094928286.7534,95412433810.5491,100411599680.57,106974446547.815,114111679980.536,122166366287.049,129513194709.79,136047297014.321,143627564235.828,152912194516.002,162884300249.526,172679519745.884,183145727938.258,195146607942.291,209028319381.091,222803808194.798,239111738272.244,257958322599.367,266852770837.438,285368828340.483,305629526532.026,323279975125.391,214004279082.62012,BAN
NY.GDP.MKTP.KD.ZG,1.954726816554171,6.05816082548128,5.45303096987155,-0.45589428993874,10.952788546042,1.60625822891551,2.56681200128057,-1.8758639196475,9.48945401547934,1.22085790909694,5.61985229280101,-5.47948302721947,-13.9737287020439,3.32568019878401,9.5919563004182,-4.08821409181641,5.66136120119647,2.67305605001982,7.07383773260688,4.80163460055671,0.819141868898924,7.23394369490737,2.13432783577075,3.88104639981708,4.80331001525434,3.34201465415418,4.17338255900388,3.77240185252714,2.4162568556623,2.83658212907925,5.62225816160704,3.48522781597653,5.44268554966725,4.71156172453999,3.89012644116818,5.12127789724337,4.52291921684423,4.4898964976265,5.1770268731498,4.67015636882111,5.29329471892532,5.07728777526728,3.83312393993225,4.73956739963045,5.23953291029852,6.53594493875502,6.67190498576788,7.05859935449848,6.01378975738535,5.04512479919337,5.57178818533122,6.46437912497728,6.52145877906443,6.01360565834344,6.0610593588495,6.55263987816197,7.11347821270093,6.59024999794057,7.31941263014136,7.88191515117722,3.44801755122445,6.93867912442445,7.09982877575158,5.77511237007889,6.858825457459318,BAN
EG.ELC.ACCS.ZS,-83.44323792522573,-80.55515610258499,-77.66707427994515,-74.77899245730532,-71.89091063466549,-69.00282881202565,-66.11474698938491,-63.22666516674508,-60.338583344105245,-57.45050152146541,-54.56241969882467,-51.674337876184836,-48.786256053545,-45.89817423090517,-43.010092408265336,-40.122010585624594,-37.23392876298476,-34.34584694034493,-31.457765117705094,-28.56968329506435,-25.681601472424518,-22.793519649784685,-19.90543782714485,-17.017356004505018,-14.129274181864275,-11.241192359224442,-8.353110536584609,-5.4650287139447755,-2.5769468913040328,0.3111349313358005,3.1992167539756338,14.29,9.90541934967041,12.7178802490234,17.8,18.3380451202393,21.1443862915039,22.4,26.7461929321289,29.5402145385742,32.0,35.0,37.8,40.5,40.6,44.2,50.5,46.5,54.3,57.1,55.3,59.6,65.5,61.5,62.4,74.0,75.9,88.0,86.9,92.2,96.2,99.0,99.4,98.5059169010965,101.39399872373724,BAN
EG.CFT.ACCS.ZS,-31.694664031620732,-30.774308300395433,-29.853952569170133,-28.933596837944833,-28.013241106719533,-27.092885375494234,-26.172529644268934,-25.252173913043634,-24.331818181818335,-23.411462450593035,-22.491106719367735,-21.570750988142436,-20.650395256917136,-19.730039525691836,-18.809683794466537,-17.889328063241237,-16.968972332015937,-16.048616600790638,-15.128260869565338,-14.207905138340038,-13.287549407114739,-12.367193675889439,-11.44683794466414,-10.52648221343884,-9.60612648221354,-8.68577075098824,-7.765415019762941,-6.845059288537641,-5.924703557312341,-5.0043478260870415,-4.083992094861742,-3.163636363636442,-2.2432806324111425,-1.3229249011858428,-0.40256916996054315,0.5177865612647565,1.4381422924900562,2.358498023715356,3.2788537549406556,4.199209486165955,8.3,8.4,8.5,8.6,9.0,9.3,9.6,10.2,10.8,11.6,12.6,13.6,14.6,15.7,16.8,18.2,19.4,20.7,21.9,23.5,24.9,26.4,28.0,26.28774703557292,27.20810276679822,BAN
SP.POP.GROW,2.989665099407844,2.90664118002824,2.9978048994162,3.00781244601403,3.00437601385212,2.99428073972141,2.97263295334604,3.00624551431494,2.99968866923703,2.88210170547413,2.51113932076756,1.22773155480175,1.40937636526714,2.55988568235827,2.50267229923428,2.37404977711554,2.22372185894254,2.27518518699809,2.36472241594331,2.34775044955404,2.43818084220933,2.61657779088413,2.74815261062407,2.77315177674919,2.6968421854847,2.5594486822631,2.38145109935686,2.23242079826929,2.16426092705197,2.12438316860897,2.12605906093885,1.93654400062741,1.84053318300066,1.91082122823187,1.91779795618604,1.86669533165568,1.75333998432405,1.78774016644232,1.87614402927933,1.91507429803985,1.90552404891968,1.89925268099487,1.85802653007171,1.74653680101613,1.66119164263389,1.51797511096499,1.21058994053819,1.05111719423699,0.887833017097369,0.880093475599957,1.1415513368569,1.21893869127295,1.24357124646827,1.26715729721878,1.24596020808779,1.19106112723824,1.23079535447054,1.24972406577957,1.16137846270492,1.1131724900167,1.14420974001656,1.14931847631384,1.0748367431585,1.02746498713519,0.9249608949231742,BAN
EN.POP.DNST,355.97638112581626,398.577006990858,410.706468464316,423.24740723669,436.156295613429,449.413528462779,462.973488515019,477.102926941692,491.631343627564,506.006821848352,518.874241376661,525.283890297304,532.739532918491,546.553107474841,560.404140739034,573.867596220327,586.771760006146,600.274932780211,614.638933702082,629.239847891219,644.770415610356,661.86399323961,680.305262349236,699.435184758393,718.554497964201,737.182906967811,754.949266344012,771.992440654529,788.88248444342,805.820649919336,823.136291004072,839.232035031113,854.821402780979,871.312568180072,888.183844203734,904.919244065453,920.925466697396,937.537266651302,955.292855496658,973.763724360452,992.49694245986,1011.52711070139,1030.49724206806,1048.65334562495,1066.21898286856,1082.52738726281,1095.71199969271,1107.28995928401,1117.1646155028,1127.04010140585,1139.97955750173,1153.96024429592,1168.40016132749,1183.29983099024,1198.13550741338,1212.49135745563,1227.50686025966,1242.94356610586,1257.46299454559,1271.53892601982,1286.17155258508,1301.03903357148,1325.9712369322806,1341.6163152517402,1357.2613935711997,BAN
SP.POP.TOTL,50396429.0,51882769.0,53461661.0,55094115.0,56774465.0,58500159.0,60265259.0,62104488.0,63995652.0,65866908.0,67541860.0,68376204.0,69346705.0,71144818.0,72947807.0,74700345.0,76380080.0,78137788.0,80007550.0,81908151.0,83929765.0,86154836.0,88555336.0,91045478.0,93534239.0,95959099.0,98271746.0,100490256.0,102688833.0,104893674.0,107147651.0,109242834.0,111272102.0,113418757.0,115614891.0,117793338.0,119876868.0,122039226.0,124350471.0,126754824.0,129193327.0,131670484.0,134139826.0,136503206.0,138789725.0,140912590.0,142628831.0,144135934.0,145421318.0,146706810.0,148391139.0,150211005.0,152090649.0,154030139.0,155961299.0,157830000.0,159784568.0,161793964.0,163683958.0,165516222.0,167420951.0,169356251.0,171186372.0,172954319.0,176356279.68303537,BAN
AG.LND.TOTL.K2,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,130170.0,BAN
SN.ITK.MSFI.ZS,38.5214285714286,38.40357142857144,38.285714285714306,38.16785714285717,38.05000000000001,37.93214285714288,37.81428571428572,37.696428571428584,37.57857142857145,37.46071428571429,37.342857142857156,37.22500000000002,37.10714285714286,36.98928571428573,36.871428571428595,36.75357142857143,36.6357142857143,36.51785714285717,36.400000000000006,36.28214285714287,36.16428571428574,36.04642857142858,35.928571428571445,35.81071428571431,35.69285714285715,35.57500000000002,35.457142857142884,35.33928571428572,35.22142857142859,35.10357142857143,34.985714285714295,34.86785714285716,34.75,34.63214285714287,34.514285714285734,34.39642857142857,34.27857142857144,34.160714285714306,34.042857142857144,33.92500000000001,33.80714285714288,33.68928571428572,33.571428571428584,33.45357142857145,33.33571428571429,33.217857142857156,33.10000000000002,32.98214285714286,32.86428571428573,32.746428571428595,32.62857142857143,32.5107142857143,32.39285714285714,32.275000000000006,32.15714285714287,32.2,31.9,31.5,31.5,31.9,31.7,31.1,31.214285714285722,31.09642857142859,30.978571428571428,BAN
NY.GDP.PCAP.KD,441.601907067271,454.937408784106,465.576890370056,449.722070149812,484.210924574898,477.475449034958,475.387679290907,452.655508247268,480.964051502945,473.005099069428,487.19815932108,454.883052541971,385.842455086398,388.598252246795,415.346499654796,389.020211271426,402.004454411559,403.465449870216,421.910040246245,431.908515073499,424.957871379768,443.930008463889,441.114326566142,445.70123100656,454.680779664409,458.002633833031,465.888757976508,472.790584778301,473.847346129016,477.045724400255,493.267042171968,500.668369706424,518.290537246288,532.438345837954,542.643630478867,559.884425240634,575.036296472668,590.208555271543,609.225959402137,625.581952940985,646.263072570149,666.300049997793,679.104267562964,698.975772118855,723.480067999051,759.154640105719,800.060402798478,847.577442326419,890.606662702575,927.34138936237,967.898522807535,1017.98263393552,1070.9685396209,1121.07617942151,1174.30240138137,1236.4354555046,1308.18840641163,1377.08356162655,1460.81351644884,1558.50779749774,1593.90308825469,1685.02093460066,1785.36131679937,1869.16393296539,1293.1302307346778,BAN
NY.GDP.PCAP.KD.ZG,-1.085972743887055,3.01980165923581,2.33866931593639,-3.40541391726758,7.66892636903435,-1.39102097827588,-0.437251747345485,-4.78181745844699,6.25388242049458,-1.65479153975141,3.00061464021741,-6.63284664788988,-15.1776587564126,0.714228598763384,6.88326497953815,-6.33839177776895,3.33767829123759,0.363427679127511,4.57154147448379,2.36981201523854,-1.60928609905919,4.46447480135423,-0.6342625738435,1.03984481214312,2.01470133649153,0.730590409182128,1.72185126480127,1.48143235560545,0.22351573502894,0.674980728998051,3.40036959603947,1.50047071903816,3.51972854810003,2.72970613487071,1.91670729966893,3.17718550322856,2.70624981674052,2.63848715149697,3.22214985884857,2.68471710478295,3.30590093463195,3.10043669181933,1.9216894198362,2.92613454296232,3.50574323998593,4.93096820280539,5.38833072100596,5.93918151201265,5.07673024638913,4.12468581228904,4.37348466383585,5.17452087670409,5.20499111861467,4.67872191823137,4.74777922650441,5.29106080768767,5.80321039708029,5.26645511283064,6.08023776882422,6.68766272688883,2.27110129405703,5.71664908722495,5.95484484128914,4.69387430866139,5.862819238993012,BAN
NY.GDP.DEFL.KD.ZG,12.355382881015402,6.25748157866572,0.0222234958286265,5.16405902180735,-8.74322462412965,7.93170495658858,6.2961888340664,14.7919634515429,-5.76958438106553,11.8277158013046,0.510309048647599,2.96325493219116,4.40201965201383,61.4057832766472,44.5427168978641,80.5697564038146,-17.6304192925942,-3.21015592853855,25.6188855872346,12.5645059899549,17.5550670900907,9.89469031189954,9.85581246335163,8.48775587837083,7.8755663490862,18.4951156996505,8.25440489427083,11.1196311686084,7.49583529709692,8.33797324985537,6.53273529225511,2.72953199539077,2.58216189991052,0.155518172723973,3.96621631555998,7.14493870340395,19.1432131128285,3.80023220091314,4.73621256184072,3.78103773665002,3.44665934914798,3.26116013222439,3.8928674350377,5.81581664789621,4.5621363796936,4.58636070641845,5.87593581109938,6.47126010502515,7.86096609394262,6.76435468091874,7.14466302810841,7.85945085272492,8.16457367624635,7.17495343232414,5.66878852513904,5.87277704102323,27.8507377248339,5.04759758203714,5.80553876704575,3.65813755162172,3.84106338588026,4.1211747067957,5.04902187883131,6.89712404003441,5.681187107227544,BAN
NY.ADJ.NNTY.KD,-65434636171.85742,-60935599395.765625,-56436562619.67383,-51937525843.583984,-47438489067.49219,-42939452291.40039,-38440415515.30859,-33941378739.216797,-29442341963.126953,-24943305187.035156,-20444268410.94336,-15945231634.851562,-11446194858.759766,35821196270.2162,35445880631.6342,33786009962.6517,34054431429.6668,33196279686.0851,36197141303.1351,38429125093.2698,39175860364.0348,43863183966.3265,42914447394.2224,43914257934.8973,44918732949.9604,49049472887.1897,50976359940.2534,52824335835.0256,54181127907.848,55546574843.5119,59446989701.2587,58604039673.6094,60515050180.9855,62343886652.0735,65579511000.6286,68043949000.65,69991035167.3766,71500170023.325,74469548380.338,77781104770.1853,82193771980.2272,86142198887.0073,89347555933.9972,93064890545.0314,100252203581.374,106804062846.325,115465629116.031,124093503898.545,130596169168.904,137184098073.698,145625601171.178,153838405941.274,163245979334.274,172506808926.571,179643566588.826,190332221808.999,203481139430.797,212734927619.879,232172023727.345,265512161923.171,276590005273.876,297059873905.072,213505643945.8125,218004680721.9043,222503717497.99414,BAN
SH.XPD.CHEX.GD.ZS,0.9185897924110762,0.9435414910672009,0.9684931897233255,0.9934448883794502,1.018396587035582,1.0433482856917067,1.0682999843478314,1.093251683003956,1.1182033816600878,1.1431550803162125,1.1681067789723372,1.1930584776284618,1.2180101762845936,1.2429618749407183,1.267913573596843,1.2928652722529677,1.3178169709090994,1.3427686695652241,1.3677203682213488,1.3926720668774735,1.4176237655336053,1.44257546418973,1.4675271628458546,1.4924788615019793,1.517430560158111,1.5423822588142357,1.5673339574703604,1.5922856561264922,1.6172373547826169,1.6421890534387416,1.6671407520948662,1.692092450750998,1.7170441494071227,1.7419958480632474,1.766947546719372,1.7918992453755038,1.8168509440316285,1.8418026426877532,1.8667543413438779,1.8917060400000096,1.80504513,1.77201855,1.93417108,1.96152198,1.99854314,2.05873919,2.10646582,2.17268491,2.11878848,2.18321705,2.28807664,2.36418128,2.3537879,2.29574466,2.27915168,2.27217698,2.38938212,2.36720181,2.31622243,2.25762248,2.27063942,2.36492991,2.4655951090909127,2.4905468077470445,2.515498506403169,BAN
SL.UEM.TOTL.ZS,-0.592967245989314,-0.4978596256684682,-0.40275200534762234,-0.30764438502674807,-0.21253676470590221,-0.11742914438502794,-0.022321524064182086,0.07278609625666377,0.16789371657753804,0.2630013368983839,0.35810895721922975,0.453216577540104,0.5483241978609499,0.6434318181817957,0.73853943850267,0.8336470588235159,0.9287546791443617,1.023862299465236,1.1189699197860818,1.2140775401069277,1.309185160427802,1.4042927807486478,1.4994004010694937,1.594508021390368,1.6896156417112138,1.7847232620320597,1.879830882352934,1.9749385026737798,2.0700461229946256,2.1651537433155,2.2602613636363458,2.2,2.253,2.32,2.381,2.446,2.51,2.699,2.891,3.082,3.27,3.614,3.967,4.32,4.294,4.25,3.591,4.045,4.516,5.0,3.379,3.73,4.075,4.426,4.406,4.382,4.35,4.372,4.532,4.693,5.828,5.815,5.247,5.06,5.493920454545446,BAN
NY.GDP.MKTP.KD,106632376498.828,111940987323.275,117775355510.86,122900449368.952,131450246167.531,136130742292.216,140426885556.814,145858803843.108,151976311145.685,162052036310.919,172346670831.88,179216111161.922,188706688044.546,200749386449.419,209914113819.734,205787325003.57,217419959648.709,218781345279.661,224998884653.738,230266272692.697,240499429910.323,239827755215.622,241254698634.742,242007033807.079,247975853676.465,252071901218.968,256666571621.109,262586995647.719,274989527944.74,284529373856.785,293456205020.658,298835475229.994,303409615205.606,300491199097.648,310187964527.328,317585194591.875,321781927100.664,333989231728.476,340541460104.062,352605970422.851,365711203833.047,369732633305.117,376043542626.992,379946808976.211,393515485920.82,402651880769.961,412928965821.953,428111873071.133,430025228051.015,421335523091.64,433403805754.258,440747893479.883,444005978083.203,446045040873.594,453086009677.5,462335574841.484,468191916732.07,475774660680.469,484305039588.75,495157518025.82,468892019366.054,501376781582.929,516491897594.492,523542297257.968,519172253198.68164,BEL
